Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size (sq. ft.),Price_per_sqft,PropertyType_Furnishing,Furnishing_Fully Furnished,Furnishing_Partly Furnished,Furnishing_Unfurnished
"KL Sentral, Kuala Lumpur",1528888.0,2,2,1,1,1087.0,7.249585066244631,8694,1,0,0
"Damansara Heights, Kuala Lumpur",1400000.0,4,5,1,1,1500.0,6.839833262496678,12911,0,1,0
"Ampang Hilir, Kuala Lumpur",943000.0,1,1,1,1,820.0,7.048386408721883,8694,1,0,0
"Desa Pandan, Kuala Lumpur",1200000.0,2,2,1,1,1412.0,6.746245671642056,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1800000.0,4,3,3,1,2870.0,6.442823088780174,2538,0,0,1
"KL Sentral, Kuala Lumpur",1350000.0,3,3,1,1,1459.0,6.831188759052721,8694,1,0,0
"KL Sentral, Kuala Lumpur",1888888.0,2,2,1,1,1259.0,7.314092127744721,2538,0,0,1
"KLCC, Kuala Lumpur",4570000.0,5,6,3,1,3973.0,7.0486159948032405,8694,1,0,0
"Ampang Hilir, Kuala Lumpur",2916950.0,5,4,3,1,2270.0,7.1592919047975645,8694,1,0,0
"Ampang Hilir, Kuala Lumpur",2400000.0,4,3,3,1,1884.0,7.150611532230516,12911,0,1,0
"Bangsar South, Kuala Lumpur",750000.0,2,2,1,1,823.0,6.81596901653862,12911,0,1,0
"Mont Kiara, Kuala Lumpur",830000.0,3,2,1,1,1400.0,6.386638790197324,2538,0,0,1
"Dutamas, Kuala Lumpur",1190150.0,4,3,2,1,1831.0,6.478509642208569,12911,0,1,0
"Dutamas, Kuala Lumpur",1550000.0,5,4,3,1,2440.0,6.4555851264127,8694,1,0,0
"KLCC, Kuala Lumpur",2488000.0,4,5,2,1,3335.0,6.616101310995326,8694,1,0,0
"KLCC, Kuala Lumpur",985000.0,2,1,1,1,872.0,7.03049238380456,8694,1,0,0
"Sri Hartamas, Kuala Lumpur",3200000.0,6,5,4,3,3746.0,6.751387425118734,2861,0,1,0
"Sri Hartamas, Kuala Lumpur",3100000.0,6,5,4,3,3649.0,6.745880637557878,2861,0,1,0
"Mont Kiara, Kuala Lumpur",3518800.0,5,5,3,1,3704.0,6.85751406254539,12911,0,1,0
"KLCC, Kuala Lumpur",1490000.0,2,2,1,1,1368.0,6.994099279329406,8694,1,0,0
"KLCC, Kuala Lumpur",1220000.0,4,2,1,1,1432.0,6.748707151350643,12911,0,1,0
"KLCC, Kuala Lumpur",1300000.0,2,2,1,1,1431.0,6.812846206703865,12911,0,1,0
"Ampang Hilir, Kuala Lumpur",600000.0,1,1,1,1,608.0,6.895522872489809,8694,1,0,0
"Mont Kiara, Kuala Lumpur",7500000.0,7,7,3,4,7100.0,6.963509734337503,146,1,0,0
"Taman Tun Dr Ismail, Kuala Lumpur",720000.0,3,2,1,1,1281.0,6.333387774919934,8694,1,0,0
"Mont Kiara, Kuala Lumpur",2300950.0,4,5,2,1,2707.0,6.7464121285733745,12911,0,1,0
"Ampang, Kuala Lumpur",730000.0,1,1,1,1,700.0,6.950677922735904,8694,1,0,0
"Bangsar, Kuala Lumpur",710000.0,0,1,1,1,441.0,7.384596307511829,8694,1,0,0
"Desa Pandan, Kuala Lumpur",420000.0,3,2,1,0,900.0,6.147755791434351,154,1,0,0
"KL Sentral, Kuala Lumpur",2600000.0,3,2,1,1,1625.0,7.3783837129967145,12911,0,1,0
"OUG, Kuala Lumpur",1850000.0,4,3,3,3,2350.0,6.669795054075873,533,1,0,0
"Mont Kiara, Kuala Lumpur",2800000.0,5,5,3,1,3000.0,6.839833262496678,12911,0,1,0
"KL Sentral, Kuala Lumpur",5149700.0,5,6,4,1,2982.0,7.45467841845714,8694,1,0,0
"Bukit Bintang, Kuala Lumpur",1200000.0,2,2,1,1,1070.0,7.0233094566703755,8694,1,0,0
"KL Sentral, Kuala Lumpur",4260000.0,5,6,4,1,3283.0,7.169037161217116,12911,0,1,0
"KL Sentral, Kuala Lumpur",6220000.0,5,6,3,1,4058.0,7.335487143177252,12911,0,1,0
"KL Sentral, Kuala Lumpur",2180000.0,3,3,1,1,1625.0,7.2023174751633,12911,0,1,0
"Damansara Heights, Kuala Lumpur",4462000.0,4,5,2,1,2702.0,7.409965510223903,12911,0,1,0
"Damansara Heights, Kuala Lumpur",1658000.0,2,2,1,1,1152.0,7.272562345178465,8694,1,0,0
"KLCC, Kuala Lumpur",8552320.0,7,8,3,1,7793.0,7.0016427751218115,12911,0,1,0
"KLCC, Kuala Lumpur",3736800.0,4,5,2,1,3897.0,6.866820210324824,12911,0,1,0
"KLCC, Kuala Lumpur",3200000.0,5,6,3,1,3800.0,6.737091817535043,12911,0,1,0
"KLCC, Kuala Lumpur",2800000.0,5,6,3,1,3800.0,6.603729852202095,12911,0,1,0
"KL Sentral, Kuala Lumpur",4360000.0,5,6,2,1,3143.0,7.235770190384181,12911,0,1,0
"KL Sentral, Kuala Lumpur",4505000.0,5,6,4,1,3283.0,7.224914011954627,12911,0,1,0
"KLCC, Kuala Lumpur",2400000.0,4,5,3,1,3000.0,6.68586094706836,8694,1,0,0
"KLCC, Kuala Lumpur",2630000.0,4,5,3,1,3095.0,6.746127333225385,8694,1,0,0
"Damansara Heights, Kuala Lumpur",2622000.0,4,4,2,1,1862.0,7.25075137836271,12911,0,1,0
"Cheras, Kuala Lumpur",630000.0,7,5,2,3,3000.0,5.351858133476067,2861,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1400000.0,5,4,3,1,2128.0,6.490563790093222,12911,0,1,0
"Mont Kiara, Kuala Lumpur",590000.0,0,1,1,1,462.0,7.1530956692232595,8694,1,0,0
"Mont Kiara, Kuala Lumpur",2600000.0,5,4,3,1,3000.0,6.765807616326455,12911,0,1,0
"KL City, Kuala Lumpur",1700000.0,3,3,2,1,1492.0,7.039143290414574,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",520000.0,5,3,1,1,1464.0,5.875467824879412,12911,0,1,0
"Sentul, Kuala Lumpur",450000.0,3,2,1,1,1108.0,6.0091501903589615,8694,1,0,0
"KL Eco City, Kuala Lumpur",900000.0,1,1,1,1,650.0,7.233899640962021,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1800000.0,5,5,2,1,2552.0,6.560081352081523,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",938000.0,4,2,2,1,1523.0,6.42469022574781,2538,0,0,1
"Kepong, Kuala Lumpur",1500000.0,6,4,5,4,4792.0,5.749462100838435,173,0,0,1
"Sunway SPK, Kuala Lumpur",1300000.0,4,3,2,5,2300.0,6.338978088038553,48,1,0,0
"Kepong, Kuala Lumpur",320000.0,3,2,1,0,850.0,5.933492653694299,627,0,1,0
"Desa ParkCity, Kuala Lumpur",2080000.0,6,4,2,3,32.0,11.082157933374816,2861,0,1,0
"Kepong, Kuala Lumpur",760000.0,4,3,3,3,20.0,10.545367754151743,722,0,0,1
"Bandar Menjalara, Kuala Lumpur",680000.0,3,2,2,3,16.0,10.657282884047461,2861,0,1,0
"Kepong, Kuala Lumpur",730000.0,4,3,2,3,22.0,10.40978749629845,722,0,0,1
"Segambut, Kuala Lumpur",850000.0,5,3,4,3,2781.0,5.725692198361841,2861,0,1,0
"Kepong, Kuala Lumpur",750000.0,3,2,2,3,22.0,10.436815365057297,2861,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",430000.0,1,2,1,1,872.0,6.202776917309795,12911,0,1,0
"Kepong, Kuala Lumpur",466000.0,3,2,1,0,1001.0,6.145331898661144,142,0,0,1
"Jalan Sultan Ismail, Kuala Lumpur",530000.0,1,1,1,1,631.0,6.734516280863102,8694,1,0,0
"Bangsar South, Kuala Lumpur",1800000.0,3,2,1,1,1119.0,7.38372798806646,2538,0,0,1
"Bukit Jalil, Kuala Lumpur",1100000.0,4,3,2,1,1508.0,6.593651159453682,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",927000.0,4,3,2,1,1335.0,6.5444613671715866,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",1450000.0,4,3,2,1,1605.0,6.807301363226066,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",810000.0,5,2,2,1,1205.0,6.512041229583391,12911,0,1,0
"Taman Desa, Kuala Lumpur",400000.0,3,2,1,1,938.0,6.057812131862253,12911,0,1,0
"Taman Desa, Kuala Lumpur",410000.0,3,2,1,1,938.0,6.082447681511394,12911,0,1,0
"Cheras, Kuala Lumpur",338000.0,0,1,2,1,600.0,6.3356450934650255,8694,1,0,0
"Kuchai Lama, Kuala Lumpur",560000.0,3,2,2,1,1313.0,6.057964086879514,12911,0,1,0
"Mont Kiara, Kuala Lumpur",880000.0,4,3,2,1,1500.0,6.376159893729761,12911,0,1,0
"Segambut, Kuala Lumpur",520000.0,4,2,1,1,1380.0,5.934395643328385,12911,0,1,0
"Ampang, Kuala Lumpur",750000.0,4,3,2,1,1500.0,6.2166061010848646,12911,0,1,0
"Sri Hartamas, Kuala Lumpur",570000.0,2,2,2,1,1000.0,6.3473892096560105,12911,0,1,0
"Mont Kiara, Kuala Lumpur",655000.0,4,3,2,1,1235.0,6.275447986421807,12911,0,1,0
"KL City, Kuala Lumpur",450000.0,3,2,1,1,1240.0,5.896887969119774,8694,1,0,0
"Jalan Sultan Ismail, Kuala Lumpur",800000.0,3,2,2,1,1240.0,6.471049148040832,8694,1,0,0
"City Centre, Kuala Lumpur",470000.0,2,2,1,1,1044.0,6.111892018451781,8694,1,0,0
"Mont Kiara, Kuala Lumpur",600000.0,2,2,1,1,1068.0,6.332920332355554,8694,1,0,0
"Cheras, Kuala Lumpur",500000.0,2,2,1,1,719.0,6.545938986751401,8694,1,0,0
"Cheras, Kuala Lumpur",565000.0,3,2,1,1,920.0,6.421834334396221,8694,1,0,0
"Cheras, Kuala Lumpur",568000.0,3,2,1,1,920.0,6.427121435641078,8694,1,0,0
"Jalan Kuching, Kuala Lumpur",448000.0,3,2,1,1,1100.0,6.011935400289367,12911,0,1,0
"Bandar Menjalara, Kuala Lumpur",599000.0,3,2,2,1,1176.0,6.235104096059233,2538,0,0,1
"KLCC, Kuala Lumpur",1900000.0,4,2,1,1,1426.0,7.195486087974184,8694,1,0,0
"KLCC, Kuala Lumpur",950000.0,2,1,1,1,662.0,7.269648307063253,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",493000.0,4,3,2,1,1023.0,6.1798425878390635,2538,0,0,1
"Setapak, Kuala Lumpur",628600.0,3,2,1,1,1012.0,6.433175185776743,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1150000.0,4,2,2,1,1707.0,6.514263024815781,12911,0,1,0
"Setapak, Kuala Lumpur",415000.0,4,2,1,1,1272.0,5.790748427832913,12911,0,1,0
"Setapak, Kuala Lumpur",395000.0,4,2,1,1,1272.0,5.741510379237085,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",950000.0,3,2,2,1,1170.0,6.700689056961044,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1000000.0,4,3,2,1,1301.0,6.645922233884578,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",920000.0,3,2,2,1,1025.0,6.800794567704784,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",1120000.0,3,3,2,1,1378.0,6.701680392571438,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",950000.0,4,2,2,1,1170.0,6.700689056961044,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",630000.0,2,1,1,1,721.0,6.773979751149886,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",980000.0,4,2,2,1,1254.0,6.662492903310702,12911,0,1,0
"Bukit Bintang, Kuala Lumpur",4500000.0,4,4,2,1,2013.0,7.712653762410363,2538,0,0,1
"Bangsar, Kuala Lumpur",460000.0,1,2,1,1,720.0,6.461294550170453,8694,1,0,0
"Bangsar, Kuala Lumpur",450000.0,2,1,1,1,704.0,6.461787727564518,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",1160000.0,3,3,2,1,1389.0,6.7287879177931815,12911,0,1,0
"Cheras, Kuala Lumpur",540000.0,3,2,1,1,1051.0,6.2437714523791525,12911,0,1,0
"Jalan Kuching, Kuala Lumpur",640000.0,3,2,1,1,1015.0,6.448164245089159,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",650000.0,2,2,2,1,791.0,6.712645857330369,2538,0,0,1
"Bukit Jalil, Kuala Lumpur",730000.0,3,2,2,1,971.0,6.623802597971022,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",740000.0,2,2,2,1,971.0,6.63739029891876,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",650000.0,2,2,2,1,791.0,6.712645857330369,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",980000.0,3,2,2,1,1218.0,6.69158448781218,2538,0,0,1
"Bukit Jalil, Kuala Lumpur",950000.0,3,2,2,1,1218.0,6.660533099374917,12911,0,1,0
"KLCC, Kuala Lumpur",1588888.0,2,2,1,1,1030.0,7.341878919315791,8694,1,0,0
"Cheras, Kuala Lumpur",348000.0,3,2,1,0,790.0,6.09019235542014,154,1,0,0
"OUG, Kuala Lumpur",790000.0,4,3,2,3,1650.0,6.173344087034954,722,0,0,1
"Dutamas, Kuala Lumpur",520000.0,3,2,1,1,1100.0,6.160631782110844,12911,0,1,0
"Kepong, Kuala Lumpur",1500000.0,5,4,3,3,22.0,11.129947879273235,533,1,0,0
"Desa ParkCity, Kuala Lumpur",1800000.0,4,4,4,3,20.0,11.407576060361786,533,1,0,0
"Kepong, Kuala Lumpur",829000.0,4,2,3,3,22.0,10.536959518404577,2861,0,1,0
"Kepong, Kuala Lumpur",1330000.0,6,6,4,3,22.0,11.009663588056197,533,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",660000.0,3,2,1,1,1112.0,6.387763069911976,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",930000.0,4,3,3,1,2066.0,6.111789256931493,12911,0,1,0
"Sri Petaling, Kuala Lumpur",378000.0,3,2,1,1,940.0,5.999253284922304,12911,0,1,0
"Bangsar, Kuala Lumpur",600000.0,0,1,1,1,671.0,6.797033505691044,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",630000.0,3,2,2,1,909.0,6.542571821414908,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",490000.0,2,2,1,1,645.0,6.634225814223405,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",500000.0,2,2,1,1,645.0,6.654402229273428,12911,0,1,0
"Bangsar South, Kuala Lumpur",550000.0,1,1,1,1,638.0,6.76049460158371,8694,1,0,0
"Bukit Jalil, Kuala Lumpur",580000.0,3,2,2,1,1069.0,6.298145878514817,12911,0,1,0
"Bangsar, Kuala Lumpur",610000.0,2,1,1,1,674.0,6.809088433297316,8694,1,0,0
"Bangsar South, Kuala Lumpur",590000.0,1,1,1,1,638.0,6.830620304225135,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",685000.0,3,2,2,1,909.0,6.626155150670123,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",675000.0,3,2,2,1,909.0,6.6114686364015425,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",660000.0,3,2,2,1,909.0,6.589026344982261,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",680000.0,4,3,2,1,1400.0,6.187677268605653,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",700000.0,3,2,2,1,1058.0,6.49621028912017,12911,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",698000.0,3,2,1,1,1281.0,6.302411641398942,12911,0,1,0
"Damansara Heights, Kuala Lumpur",4300000.0,6,7,4,4,6360.0,6.517819901350743,843,0,1,0
"KLCC, Kuala Lumpur",1180000.0,3,2,1,1,1076.0,7.000930704631114,8694,1,0,0
"Setapak, Kuala Lumpur",300000.0,3,2,1,1,800.0,5.929589143389895,2538,0,0,1
"KLCC, Kuala Lumpur",2000000.0,4,4,2,1,2400.0,6.7266330027636645,8694,1,0,0
"Setapak, Kuala Lumpur",380000.0,4,2,2,1,950.0,5.993961427306569,2538,0,0,1
"Setapak, Kuala Lumpur",380000.0,4,2,2,1,950.0,5.993961427306569,2538,0,0,1
"Sentul, Kuala Lumpur",300000.0,3,2,1,1,800.0,5.929589143389895,2538,0,0,1
"Setapak, Kuala Lumpur",500000.0,4,2,2,1,1313.0,5.944916061187859,12911,0,1,0
"Sentul, Kuala Lumpur",950000.0,3,4,2,1,1568.0,6.4083102283605555,12911,0,1,0
"Bangsar, Kuala Lumpur",4700000.0,4,4,3,1,3613.0,7.171547763620401,12911,0,1,0
"Damansara Heights, Kuala Lumpur",4500000.0,6,6,4,4,5800.0,6.6552628171906685,843,0,1,0
"KL Sentral, Kuala Lumpur",1900000.0,3,2,1,1,1625.0,7.064956247001592,12911,0,1,0
"Damansara Heights, Kuala Lumpur",2280000.0,5,4,2,1,3300.0,6.539454575469021,12911,0,1,0
"Damansara Heights, Kuala Lumpur",9000000.0,8,8,4,4,11000.0,6.708306059436667,843,0,1,0
"Damansara Heights, Kuala Lumpur",3100000.0,4,3,4,3,7200.0,6.067396252074996,2861,0,1,0
"Bangsar, Kuala Lumpur",750000.0,3,2,1,1,1100.0,6.526228618887641,12911,0,1,0
"Damansara Heights, Kuala Lumpur",4500000.0,5,5,4,3,4387.0,6.934161467567672,2861,0,1,0
"Bangsar, Kuala Lumpur",4000000.0,4,4,5,4,6600.0,6.408628631315172,843,0,1,0
"Damansara Heights, Kuala Lumpur",2300000.0,5,4,2,1,3200.0,6.578903929492285,12911,0,1,0
"Damansara Heights, Kuala Lumpur",5000000.0,6,5,6,4,9321.0,6.286785736872898,843,0,1,0
"Damansara Heights, Kuala Lumpur",6667500.0,7,8,6,4,9386.0,6.5671877728038694,843,0,1,0
"Mont Kiara, Kuala Lumpur",6500000.0,6,6,7,1,8011.0,6.699973561331933,12911,0,1,0
"Damansara Heights, Kuala Lumpur",8300000.0,10,7,5,4,13000.0,6.460626476069551,843,0,1,0
"Bangsar, Kuala Lumpur",4900000.0,6,4,6,4,6700.0,6.596249370673022,843,0,1,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",2100000.0,5,5,3,1,3200.0,6.488064463609991,8694,1,0,0
"Damansara Heights, Kuala Lumpur",9800000.0,6,4,5,4,16000.0,6.419180264150966,843,0,1,0
"Damansara Heights, Kuala Lumpur",3000000.0,5,5,4,1,5000.0,6.398594934535208,12911,0,1,0
"Bangsar, Kuala Lumpur",8000000.0,5,6,3,1,5210.0,7.337268002925442,12911,0,1,0
"Pandan Perdana, Kuala Lumpur",300000.0,1,1,1,1,450.0,6.503789046997708,12911,0,1,0
"Sungai Besi, Kuala Lumpur",380000.0,2,2,1,1,650.0,6.372663233844676,8694,1,0,0
"Sungai Besi, Kuala Lumpur",450000.0,3,2,2,1,850.0,6.2736536194436905,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1290000.0,5,4,3,1,2128.0,6.408863179163352,12911,0,1,0
"Cheras, Kuala Lumpur",430000.0,3,2,2,1,920.0,6.149304066965043,2538,0,0,1
"Cheras, Kuala Lumpur",410000.0,3,2,1,1,950.0,6.06976484698206,8694,1,0,0
"Cheras, Kuala Lumpur",375000.0,3,2,1,0,750.0,6.2166061010848646,142,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",570000.0,4,2,1,1,933.0,6.416621942902658,12911,0,1,0
"Cheras, Kuala Lumpur",1200000.0,6,4,2,3,22.0,10.906807994565193,533,1,0,0
"Cheras, Kuala Lumpur",930000.0,5,3,2,3,44.0,9.958797541919965,722,0,0,1
"Taman Tun Dr Ismail, Kuala Lumpur",2600000.0,4,3,2,1,2141.0,7.102816837082048,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",555000.0,3,2,2,1,1050.0,6.272068054095419,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2200000.0,5,5,3,1,3800.0,6.362937355321336,8694,1,0,0
"Sungai Besi, Kuala Lumpur",534000.0,3,2,2,1,910.0,6.376409187916888,2538,0,0,1
"Mont Kiara, Kuala Lumpur",2200000.0,5,5,3,1,3800.0,6.362937355321336,8694,1,0,0
"Bangsar, Kuala Lumpur",1500000.0,2,1,1,1,689.0,7.686193622930851,8694,1,0,0
"Desa ParkCity, Kuala Lumpur",1080000.0,3,2,2,1,1378.0,6.665358260150975,8694,1,0,0
"Dutamas, Kuala Lumpur",495000.0,3,2,1,1,850.0,6.368792391129909,12911,0,1,0
"KLCC, Kuala Lumpur",1700000.0,2,2,1,1,850.0,7.601402334583733,8694,1,0,0
"KLCC, Kuala Lumpur",1700000.0,2,2,1,1,1227.0,7.234532868674536,8694,1,0,0
"KLCC, Kuala Lumpur",5500000.0,6,7,3,1,5425.0,6.922471349293437,12911,0,1,0
"KLCC, Kuala Lumpur",8800000.0,8,7,5,1,9338.0,6.849475477673964,12911,0,1,0
"KLCC, Kuala Lumpur",1050000.0,1,1,1,1,592.0,7.481357737892637,8694,1,0,0
"KLCC, Kuala Lumpur",980000.0,1,1,1,1,603.0,7.394005770818822,8694,1,0,0
"KLCC, Kuala Lumpur",2600000.0,4,3,2,1,1800.0,7.2761721272653395,8694,1,0,0
"Segambut, Kuala Lumpur",738000.0,4,3,2,1,1255.0,6.378507349737735,12911,0,1,0
"KLCC, Kuala Lumpur",1572500.0,1,1,1,1,925.0,7.438971592395862,12911,0,1,0
"KLCC, Kuala Lumpur",2000000.0,5,4,2,1,2200.0,6.813544494621113,12911,0,1,0
"Bukit Bintang, Kuala Lumpur",2483000.0,2,2,1,1,1307.0,7.550014591756835,8694,1,0,0
"KLCC, Kuala Lumpur",2528600.0,2,1,1,1,1076.0,7.762596048540069,12911,0,1,0
"City Centre, Kuala Lumpur",1200000.0,4,3,2,1,2111.0,6.344672688055182,12911,0,1,0
"KLCC, Kuala Lumpur",2695000.0,4,4,1,1,2500.0,6.983789965258135,12911,0,1,0
"KLCC, Kuala Lumpur",2500000.0,2,2,1,1,1076.0,7.751225856521187,12911,0,1,0
"KLCC, Kuala Lumpur",930000.0,1,1,1,1,753.0,7.119683987136966,8694,1,0,0
"KLCC, Kuala Lumpur",1650000.0,2,2,2,1,1270.0,7.170283067329021,12911,0,1,0
"KLCC, Kuala Lumpur",1580000.0,2,2,1,1,1270.0,7.126966700146686,12911,0,1,0
"KLCC, Kuala Lumpur",950000.0,1,1,1,1,753.0,7.140944353389263,8694,1,0,0
"KLCC, Kuala Lumpur",3980000.0,6,6,3,1,4500.0,6.786089716061529,12911,0,1,0
"KLCC, Kuala Lumpur",1250000.0,2,2,1,1,1065.0,7.068775668388984,12911,0,1,0
"KLCC, Kuala Lumpur",1200000.0,2,2,2,1,1065.0,7.027989143019438,8694,1,0,0
"KLCC, Kuala Lumpur",930000.0,1,1,1,1,753.0,7.119683987136966,8694,1,0,0
"KLCC, Kuala Lumpur",2400000.0,4,5,2,1,2399.0,6.90917111656106,8694,1,0,0
"Setapak, Kuala Lumpur",480000.0,4,2,4,1,1272.0,5.935842133924912,12911,0,1,0
"KLCC, Kuala Lumpur",1600000.0,2,2,1,1,1432.0,7.019581439415731,8694,1,0,0
"KLCC, Kuala Lumpur",1150000.0,2,1,1,1,915.0,7.137143770874433,8694,1,0,0
"KLCC, Kuala Lumpur",1200000.0,2,1,1,1,915.0,7.179670258927272,8694,1,0,0
"KLCC, Kuala Lumpur",1000000.0,1,1,1,1,764.0,7.177706477098316,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",450000.0,3,2,1,0,1092.0,6.023660432507424,627,0,1,0
"KLCC, Kuala Lumpur",1700000.0,5,4,2,1,2615.0,6.478656485949472,12911,0,1,0
"Setapak, Kuala Lumpur",610600.0,3,2,1,1,990.0,6.426112459218818,12911,0,1,0
"Kuchai Lama, Kuala Lumpur",1000000.0,4,3,2,1,1948.0,6.242898178870227,8694,1,0,0
"KLCC, Kuala Lumpur",1450000.0,2,1,1,1,1430.0,6.922630112056828,8694,1,0,0
"Setapak, Kuala Lumpur",592600.0,3,2,1,1,969.0,6.417644133861159,12911,0,1,0
"Sungai Besi, Kuala Lumpur",420000.0,2,2,1,1,695.0,6.405751538989545,2538,0,0,1
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1550000.0,4,4,4,1,2638.0,6.377689644451016,12911,0,1,0
"Seputeh, Kuala Lumpur",630000.0,3,2,1,1,1312.0,6.1762475030664,8694,1,0,0
"Mont Kiara, Kuala Lumpur",670000.0,2,2,1,1,1037.0,6.472492347783782,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",430000.0,3,2,1,1,1201.0,5.8834197956037135,12911,0,1,0
"Mont Kiara, Kuala Lumpur",680000.0,4,3,2,1,1598.0,6.055687193894418,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",630000.0,3,2,1,1,1130.0,6.325294230784312,8694,1,0,0
"Sungai Besi, Kuala Lumpur",2380000.0,5,5,4,3,3594.0,6.497098923307416,2861,0,1,0
"Jalan Sultan Ismail, Kuala Lumpur",450000.0,0,1,1,1,500.0,6.803505257608338,8694,1,0,0
"Cheras, Kuala Lumpur",868000.0,5,4,2,3,25.0,10.45509997020284,2861,0,1,0
"Mont Kiara, Kuala Lumpur",640000.0,0,1,1,1,462.0,7.2343801788276805,8694,1,0,0
"Cheras, Kuala Lumpur",290000.0,3,2,1,0,780.0,5.921028326801779,627,0,1,0
"Segambut, Kuala Lumpur",3300000.0,5,5,4,3,3175.0,6.947331773780082,533,1,0,0
"Mont Kiara, Kuala Lumpur",1720000.0,5,5,3,1,2498.0,6.536040430080706,8694,1,0,0
"Segambut, Kuala Lumpur",2390000.0,5,5,4,3,3120.0,6.642520231089625,2861,0,1,0
"Segambut, Kuala Lumpur",2200000.0,5,6,4,3,3030.0,6.589026344982261,2861,0,1,0
"Segambut, Kuala Lumpur",2650000.0,5,5,4,3,4650.0,6.34720087864487,722,0,0,1
"Segambut, Kuala Lumpur",1850000.0,6,7,2,3,3324.0,6.323567185599413,722,0,0,1
"Mont Kiara, Kuala Lumpur",1650000.0,5,5,2,1,2498.0,6.494552949734279,8694,1,0,0
"Mont Kiara, Kuala Lumpur",2100000.0,4,3,3,1,2535.0,6.7207054015143886,12911,0,1,0
"Setapak, Kuala Lumpur",500000.0,4,2,3,1,1333.0,5.929838509751265,12911,0,1,0
"Setapak, Kuala Lumpur",520000.0,4,2,2,1,1450.0,5.885049836134739,12911,0,1,0
"Setapak, Kuala Lumpur",425000.0,4,2,1,1,1272.0,5.814487175251122,12911,0,1,0
"Mont Kiara, Kuala Lumpur",820000.0,3,2,1,1,1228.0,6.505413951282785,8694,1,0,0
"KLCC, Kuala Lumpur",1281600.0,3,2,1,1,801.0,7.3783837129967145,12911,0,1,0
"KLCC, Kuala Lumpur",1249500.0,2,2,1,1,736.0,7.43761277272913,12911,0,1,0
"KLCC, Kuala Lumpur",1900000.0,4,5,2,1,2208.0,6.758683467281201,12911,0,1,0
"KLCC, Kuala Lumpur",1782400.0,3,2,1,1,1114.0,7.3783837129967145,12911,0,1,0
"KLCC, Kuala Lumpur",1553600.0,3,2,1,1,971.0,7.3783837129967145,12911,0,1,0
"Sungai Besi, Kuala Lumpur",466000.0,2,2,1,1,855.0,6.302672526996143,12911,0,1,0
"KLCC, Kuala Lumpur",1080000.0,4,3,2,1,1313.0,6.713616727123992,12911,0,1,0
"KLCC, Kuala Lumpur",990000.0,1,1,1,1,655.0,7.321486383865654,8694,1,0,0
"KLCC, Kuala Lumpur",1400000.0,3,2,2,1,1448.0,6.875077972849164,8694,1,0,0
