Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size (sq. ft.),Price_per_sqft,PropertyType_Furnishing,Furnishing_Fully Furnished,Furnishing_Partly Furnished,Furnishing_Unfurnished
"Mont Kiara, Kuala Lumpur",3600000.0,4,4,4,3,2000.0,7.496097345175956,533,1,0,0
"Kepong, Kuala Lumpur",2660000.0,6,5,6,4,5000.0,6.278521424165844,843,0,1,0
"Kepong, Kuala Lumpur",1600000.0,5,4,5,3,42.0,10.547870818582116,2861,0,1,0
"Kepong, Kuala Lumpur",1950000.0,6,5,3,3,35.0,10.92800981760739,2861,0,1,0
"Segambut, Kuala Lumpur",1630000.0,5,5,2,3,22.0,11.213061616266062,2861,0,1,0
"Mont Kiara, Kuala Lumpur",2700000.0,5,5,3,3,3220.0,6.732817574455044,533,1,0,0
"Bandar Menjalara, Kuala Lumpur",1680000.0,6,4,2,3,42.0,10.596659732783579,2861,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",995000.0,4,3,2,1,1710.0,6.367966484517772,12911,0,1,0
"Bangsar, Kuala Lumpur",2080000.0,3,3,1,3,22.0,11.456846575186326,2861,0,1,0
"Bukit Jalil, Kuala Lumpur",920000.0,3,2,2,1,1170.0,6.668640852388598,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",800000.0,3,2,2,1,1170.0,6.529069410446712,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",740000.0,2,2,1,1,920.0,6.691274266193573,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",648000.0,2,1,1,1,721.0,6.802118873829404,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",1999999.0,5,5,3,1,2563.0,6.661004192379666,12911,0,1,0
"KL Sentral, Kuala Lumpur",1380000.0,3,2,1,1,1500.0,6.825460036255307,8694,1,0,0
"Sungai Besi, Kuala Lumpur",628000.0,3,2,2,1,1025.0,6.419478388948213,12911,0,1,0
"Sungai Besi, Kuala Lumpur",560000.0,3,2,2,1,1074.0,6.2584628080453975,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1288000.0,5,4,3,1,2128.0,6.407314145760066,12911,0,1,0
"Sentul, Kuala Lumpur",680000.0,3,3,1,1,999.0,6.524561338053236,2538,0,0,1
"Sentul, Kuala Lumpur",630000.0,2,2,1,1,800.0,6.670132406403093,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",700000.0,4,3,2,1,1457.0,6.176780073230454,2538,0,0,1
"KLCC, Kuala Lumpur",2200000.0,5,6,2,1,4520.0,6.189753083264706,12911,0,1,0
"KLCC, Kuala Lumpur",2500000.0,5,6,2,1,4520.0,6.31734038454752,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1496000.0,4,4,3,1,1496.0,6.90875477931522,12911,0,1,0
"KLCC, Kuala Lumpur",1295000.0,2,2,2,1,1410.0,6.823764480516186,8694,1,0,0
"Cheras, Kuala Lumpur",1780000.0,6,6,4,3,40.0,10.703266939811954,722,0,0,1
"Wangsa Maju, Kuala Lumpur",1198000.0,5,3,3,1,2266.0,6.272282315272518,12911,0,1,0
"Mont Kiara, Kuala Lumpur",3000000.0,6,6,3,1,3541.0,6.743138031808082,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2300000.0,6,6,3,1,2702.0,6.74784625547081,12911,0,1,0
"KLCC, Kuala Lumpur",10500000.0,4,5,3,1,3638.0,7.968042872231146,8694,1,0,0
"KLCC, Kuala Lumpur",4000000.0,4,4,2,1,2195.0,7.508416193066671,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2400000.0,6,6,3,1,3043.0,6.671647258960327,12911,0,1,0
"KLCC, Kuala Lumpur",1950000.0,2,2,1,1,1076.0,7.502885832507184,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2650000.0,6,6,3,1,3169.0,6.730093972870137,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2850000.0,5,6,3,1,3478.0,6.709836464184917,12911,0,1,0
"KLCC, Kuala Lumpur",2700000.0,5,6,3,1,3800.0,6.567412403197965,12911,0,1,0
"KLCC, Kuala Lumpur",2700000.0,5,6,3,1,3800.0,6.567412403197965,8694,1,0,0
"Mont Kiara, Kuala Lumpur",3190000.0,5,5,3,1,3632.0,6.779130645367978,12911,0,1,0
"Kepong, Kuala Lumpur",1080000.0,6,4,2,3,20.0,10.896757843893464,722,0,0,1
"Taman Melawati, Kuala Lumpur",1480000.0,5,4,2,3,32.0,10.74183836432845,2861,0,1,0
"Taman Desa, Kuala Lumpur",585000.0,3,2,1,1,935.0,6.440417611616511,2538,0,0,1
"KL Sentral, Kuala Lumpur",1240000.0,2,2,1,1,1087.0,7.040321279362542,8694,1,0,0
"KL Sentral, Kuala Lumpur",2499999.0,4,4,2,1,1787.0,7.244221919616791,8694,1,0,0
"KL Sentral, Kuala Lumpur",1999999.0,3,3,1,1,1485.0,7.206229412141516,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1300000.0,3,2,2,1,1200.0,6.988720637805241,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",800000.0,3,2,2,1,20.0,10.596659732783579,12911,0,1,0
"Ampang, Kuala Lumpur",2772100.0,6,7,3,4,4284.0,6.474017488004943,843,0,1,0
"Dutamas, Kuala Lumpur",1035000.0,4,5,2,1,1875.0,6.315358001522335,12911,0,1,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",2280000.0,5,5,4,1,2400.0,6.85751406254539,8694,1,0,0
"Dutamas, Kuala Lumpur",1380000.0,5,6,2,1,2400.0,6.3561076606958915,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1850000.0,5,4,2,1,1830.0,6.919613651483004,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",520000.0,3,3,2,1,1003.0,6.25276029091438,2538,0,0,1
"KLCC, Kuala Lumpur",950000.0,2,1,2,1,1141.0,6.725757245659512,8694,1,0,0
"KLCC, Kuala Lumpur",7318000.0,5,5,4,1,7318.0,6.90875477931522,12911,0,1,0
"Ampang, Kuala Lumpur",1900000.0,6,6,3,4,3821.0,6.2111060298620435,843,0,1,0
"Dutamas, Kuala Lumpur",1030000.0,4,5,2,1,1853.0,6.322305546732015,12911,0,1,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",1550000.0,4,4,1,1,2100.0,6.605426786927762,8694,1,0,0
"Taman Tun Dr Ismail, Kuala Lumpur",1480000.0,4,3,2,3,24.0,11.029515031477088,2861,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",1700000.0,4,3,3,3,22.0,11.255109296760862,2861,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",2200000.0,5,3,4,3,2550.0,6.761277699857921,533,1,0,0
"Damansara Heights, Kuala Lumpur",2150000.0,4,3,3,3,22.0,11.489946179251318,2861,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",2500000.0,7,7,5,4,4817.0,6.2538196293101,146,1,0,0
"Bukit Tunku (Kenny Hills), Kuala Lumpur",5000000.0,6,6,4,3,4200.0,7.0829483135243585,2861,0,1,0
"Bangsar, Kuala Lumpur",7500000.0,8,7,6,4,8000.0,6.844282856026563,843,0,1,0
"Bukit Jalil, Kuala Lumpur",520000.0,3,3,2,1,1003.0,6.25276029091438,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2750000.0,5,7,3,1,3541.0,6.656233825601735,12911,0,1,0
"Sungai Besi, Kuala Lumpur",600000.0,3,2,2,1,1025.0,6.373943918417461,12911,0,1,0
"Sungai Besi, Kuala Lumpur",470000.0,1,1,1,1,780.0,6.402852252898681,12911,0,1,0
"KLCC, Kuala Lumpur",3200000.0,4,3,2,1,3383.0,6.853199828060083,12911,0,1,0
"Kepong, Kuala Lumpur",480000.0,3,3,1,3,592.0,6.699267321402614,2861,0,1,0
"Desa ParkCity, Kuala Lumpur",1200000.0,3,3,2,1,1500.0,6.68586094706836,8694,1,0,0
"Mont Kiara, Kuala Lumpur",600000.0,1,1,1,1,462.0,7.169889746818635,8694,1,0,0
"Mont Kiara, Kuala Lumpur",650000.0,1,1,1,1,745.0,6.772488921005553,8694,1,0,0
"Wangsa Maju, Kuala Lumpur",770000.0,3,2,2,1,1259.0,6.41770648945721,2538,0,0,1
"Wangsa Maju, Kuala Lumpur",1100000.0,4,4,2,1,1759.0,6.439917806755639,2538,0,0,1
"Sentul, Kuala Lumpur",680000.0,2,2,1,1,819.0,6.722967680341927,12911,0,1,0
"Sentul, Kuala Lumpur",2290000.0,6,6,4,1,3264.0,6.554777972142267,2538,0,0,1
"Sentul, Kuala Lumpur",950000.0,4,4,2,1,1488.0,6.460594138579985,12911,0,1,0
"Sentul, Kuala Lumpur",700000.0,3,3,1,1,999.0,6.553506960833633,2538,0,0,1
"Cheras, Kuala Lumpur",535400.0,1,2,1,1,762.0,6.556245077507316,12911,0,1,0
"Sentul, Kuala Lumpur",808000.0,4,4,1,1,1381.0,6.373461883560684,12911,0,1,0
"Sentul, Kuala Lumpur",1350000.0,5,5,2,1,2049.0,6.49202462929295,2538,0,0,1
"Sentul, Kuala Lumpur",730000.0,3,3,1,1,1147.0,6.4574646957770225,2538,0,0,1
"Sentul, Kuala Lumpur",1080000.0,4,5,2,1,1567.0,6.537003231094336,2538,0,0,1
"Setapak, Kuala Lumpur",520000.0,3,2,2,1,1313.0,5.984036033798323,12911,0,1,0
"Setapak, Kuala Lumpur",498000.0,4,2,2,1,1333.0,5.925841166655518,2538,0,0,1
"Sentul, Kuala Lumpur",898000.0,4,4,1,1,1381.0,6.478898874491738,8694,1,0,0
"KLCC, Kuala Lumpur",2280000.0,2,1,1,1,1087.0,7.648985754584115,12911,0,1,0
"Sentul, Kuala Lumpur",680000.0,3,3,1,1,999.0,6.524561338053236,8694,1,0,0
"Sentul, Kuala Lumpur",700000.0,2,2,1,1,817.0,6.754362981440964,12911,0,1,0
"Cheras, Kuala Lumpur",368000.0,3,2,1,5,854.0,6.068224986981819,205,0,1,0
"Cheras, Kuala Lumpur",460000.0,3,2,1,1,912.0,6.225322424311827,8694,1,0,0
"Cheras, Kuala Lumpur",410000.0,3,2,1,1,1005.0,6.013617838361319,12911,0,1,0
"Setapak, Kuala Lumpur",480000.0,3,2,2,1,1009.0,6.166926239577951,8694,1,0,0
"Sungai Besi, Kuala Lumpur",625000.0,2,2,2,1,1025.0,6.414697693814539,12911,0,1,0
"Cheras, Kuala Lumpur",570000.0,2,2,2,1,996.0,6.351390225775072,12911,0,1,0
"City Centre, Kuala Lumpur",1220000.0,1,1,1,1,1131.0,6.984430560328946,8694,1,0,0
"KLCC, Kuala Lumpur",800000.0,2,1,1,1,610.0,7.179670258927272,12911,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",1040000.0,3,2,1,1,1313.0,6.675923100531769,8694,1,0,0
"Taman Tun Dr Ismail, Kuala Lumpur",790000.0,2,2,1,1,876.0,6.805530379934312,8694,1,0,0
"Sungai Besi, Kuala Lumpur",370000.0,2,2,1,1,650.0,6.346041137195183,8694,1,0,0
"Wangsa Maju, Kuala Lumpur",1250000.0,4,4,3,1,1967.0,6.455961654078272,2538,0,0,1
"Taman Desa, Kuala Lumpur",590000.0,3,2,1,1,935.0,6.4489147779714395,12911,0,1,0
"Taman Desa, Kuala Lumpur",430000.0,2,2,1,1,578.0,6.613309902434575,12911,0,1,0
"Sentul, Kuala Lumpur",800000.0,4,3,1,1,1186.0,6.515506829274145,2538,0,0,1
"KLCC, Kuala Lumpur",2800000.0,4,4,2,1,3006.0,6.837837400395396,8694,1,0,0
"Cheras, Kuala Lumpur",390000.0,3,2,1,1,819.0,6.167915732334906,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",620000.0,3,2,2,1,1030.0,6.401820587703828,12911,0,1,0
"Bukit Bintang, Kuala Lumpur",680000.0,2,2,1,1,708.0,6.868444618280871,8694,1,0,0
"KLCC, Kuala Lumpur",4200000.0,3,2,1,1,1668.0,7.831611564351697,12911,0,1,0
"KLCC, Kuala Lumpur",1500000.0,3,2,1,1,1830.0,6.710123676641701,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2150000.0,4,3,3,1,2535.0,6.744207859289146,12911,0,1,0
"Setapak, Kuala Lumpur",895000.0,4,3,2,1,1590.0,6.334864662181407,12911,0,1,0
"Wangsa Maju, Kuala Lumpur",970000.0,5,3,2,1,1909.0,6.232682633934894,12911,0,1,0
"Setapak, Kuala Lumpur",780000.0,3,3,2,1,1440.0,6.296495257894376,12911,0,1,0
"Wangsa Maju, Kuala Lumpur",770000.0,3,2,2,1,1259.0,6.41770648945721,2538,0,0,1
"Setapak, Kuala Lumpur",1000000.0,4,3,2,3,22.0,10.724490104363962,2861,0,1,0
"Setapak, Kuala Lumpur",830000.0,4,4,3,1,1433.0,6.363380569270431,12911,0,1,0
"Segambut, Kuala Lumpur",820000.0,4,3,2,1,1262.0,6.4781444174451925,8694,1,0,0
"Wangsa Maju, Kuala Lumpur",1050000.0,4,4,2,1,1759.0,6.393473813845224,2538,0,0,1
"Setapak, Kuala Lumpur",565000.0,4,3,2,1,1362.0,6.030279242006048,12911,0,1,0
"Setapak, Kuala Lumpur",1370650.0,6,5,3,1,2685.0,6.237316639306131,2538,0,0,1
"Mont Kiara, Kuala Lumpur",1840000.0,4,4,3,1,2694.0,6.527956832255737,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",1960000.0,4,4,3,3,2500.0,6.665683717782408,2861,0,1,0
"KL City, Kuala Lumpur",730000.0,1,1,1,1,744.0,6.889777437364304,8694,1,0,0
"Kepong, Kuala Lumpur",1180000.0,6,6,2,3,20.0,10.985309671896763,2861,0,1,0
"Kepong, Kuala Lumpur",990000.0,3,2,4,3,4035.0,5.506766115582366,2861,0,1,0
"Sunway SPK, Kuala Lumpur",1690000.0,6,4,4,3,22.0,11.24920965120769,533,1,0,0
"Desa ParkCity, Kuala Lumpur",1110000.0,3,2,2,1,1228.0,6.807834159381881,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",5460000.0,8,9,6,3,7000.0,6.660575149839686,2861,0,1,0
"Desa ParkCity, Kuala Lumpur",1303000.0,2,2,2,1,1303.0,6.90875477931522,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",1890000.0,3,3,3,3,22.0,11.361056573821402,2861,0,1,0
"Desa ParkCity, Kuala Lumpur",2400000.0,7,6,4,3,22.0,11.599946008584512,2861,0,1,0
"Cheras, Kuala Lumpur",660000.0,4,3,2,1,1054.0,6.44124308079813,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",1410000.0,2,2,2,1,1292.0,6.9960694705109265,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",1650000.0,4,3,2,3,1900.0,6.7678275333887,2861,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1290000.0,5,4,3,1,2128.0,6.408863179163352,8694,1,0,0
"Desa ParkCity, Kuala Lumpur",1450000.0,5,4,2,5,26.0,10.928995507248999,205,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",1790000.0,4,3,2,3,20.0,11.402005077384885,533,1,0,0
"Desa ParkCity, Kuala Lumpur",1880000.0,4,4,2,3,20.0,11.451060699493427,2861,0,1,0
"Dutamas, Kuala Lumpur",518000.0,3,2,1,1,1100.0,6.156786363028859,12911,0,1,0
"Kepong, Kuala Lumpur",620000.0,4,2,3,1,1292.0,6.1756097753990735,12911,0,1,0
"Dutamas, Kuala Lumpur",580000.0,3,2,2,1,872.0,6.501496277842627,12911,0,1,0
"Bangsar, Kuala Lumpur",7043750.0,4,5,4,1,4025.0,7.467942332285852,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",800000.0,3,2,2,1,1170.0,6.529069410446712,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",2500000.0,4,3,2,3,3218.0,6.656572334554409,2861,0,1,0
"Desa ParkCity, Kuala Lumpur",1100000.0,3,3,2,1,1378.0,6.68368422945961,8694,1,0,0
"Desa ParkCity, Kuala Lumpur",1100000.0,2,1,2,1,1034.0,6.97057024117689,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",2750000.0,4,4,3,3,3211.0,6.753940730759715,722,0,0,1
"Desa ParkCity, Kuala Lumpur",1990000.0,4,4,2,3,2530.0,6.668941164273325,2861,0,1,0
"Desa ParkCity, Kuala Lumpur",1380000.0,4,3,2,1,1572.0,6.778628566262243,8694,1,0,0
"Segambut, Kuala Lumpur",1100000.0,4,4,2,1,1788.0,6.42359191695915,12911,0,1,0
"Segambut, Kuala Lumpur",820000.0,3,2,2,1,1319.0,6.434037710799146,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",430000.0,1,2,1,1,775.0,6.320478161657953,12911,0,1,0
"Mont Kiara, Kuala Lumpur",650000.0,1,1,1,1,633.0,6.935230592000957,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1600000.0,4,3,2,1,1878.0,6.748724589135817,12911,0,1,0
"Mont Kiara, Kuala Lumpur",998000.0,2,2,1,1,926.0,6.983561746166817,8694,1,0,0
"Setapak, Kuala Lumpur",480000.0,3,2,2,1,1009.0,6.166926239577951,8694,1,0,0
"Setapak, Kuala Lumpur",480000.0,3,2,2,1,1009.0,6.166926239577951,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",628000.0,2,2,2,1,814.0,6.649630418477783,12911,0,1,0
"KLCC, Kuala Lumpur",2413375.0,4,5,2,1,2245.0,6.98100574072173,12911,0,1,0
"KLCC, Kuala Lumpur",2357250.0,4,5,2,1,2245.0,6.957497370876951,12911,0,1,0
"KLCC, Kuala Lumpur",2715300.0,5,6,2,1,2586.0,6.957497370876951,12911,0,1,0
"KLCC, Kuala Lumpur",1000000.0,2,1,1,1,915.0,6.997501074331431,8694,1,0,0
"KLCC, Kuala Lumpur",1435000.0,4,4,2,1,1668.0,6.758456518566944,8694,1,0,0
"Dutamas, Kuala Lumpur",1155600.0,4,4,2,1,1974.0,6.374019773791137,12911,0,1,0
"KLCC, Kuala Lumpur",2700000.0,4,5,2,1,2615.0,6.940711004282605,12911,0,1,0
"KLCC, Kuala Lumpur",2200000.0,4,5,3,1,3109.0,6.563323692486298,12911,0,1,0
"Mont Kiara, Kuala Lumpur",780000.0,2,2,1,1,1071.0,6.592073263333003,8694,1,0,0
"Jalan Ipoh, Kuala Lumpur",420000.0,3,2,1,1,1020.0,6.022877711196073,2538,0,0,1
"Dutamas, Kuala Lumpur",1035000.0,4,5,2,1,1853.0,6.327139495815425,12911,0,1,0
"Dutamas, Kuala Lumpur",1046100.0,4,4,2,1,1876.0,6.325474113271369,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",2000000.0,4,3,2,1,1808.0,7.0095847892101855,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1210000.0,4,3,2,1,1668.0,6.588127897775005,8694,1,0,0
"Setapak, Kuala Lumpur",298000.0,3,2,1,0,896.0,5.8099105528054125,627,0,1,0
"Kepong, Kuala Lumpur",2100000.0,6,6,5,3,38.0,10.919879838041645,722,0,0,1
"Kepong, Kuala Lumpur",1300000.0,6,6,3,3,22.0,10.986849292007179,533,1,0,0
"Kepong, Kuala Lumpur",530000.0,3,2,2,3,20.0,10.184937747111391,2861,0,1,0
"Segambut, Kuala Lumpur",820000.0,3,2,2,1,1319.0,6.434037710799146,12911,0,1,0
"Mont Kiara, Kuala Lumpur",680000.0,1,1,1,1,672.0,6.920577483940227,8694,1,0,0
"KLCC, Kuala Lumpur",1300000.0,2,2,1,1,793.0,7.402661414822543,8694,1,0,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",700000.0,2,2,1,1,704.0,6.903062466761426,8694,1,0,0
"Sungai Besi, Kuala Lumpur",600000.0,3,2,2,1,1025.0,6.373943918417461,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",1500000.0,4,3,2,1,1850.0,6.699267321402614,8694,1,0,0
"Desa ParkCity, Kuala Lumpur",1550000.0,4,3,2,1,1850.0,6.7320174074975325,8694,1,0,0
"Desa ParkCity, Kuala Lumpur",1350000.0,4,3,2,1,1701.0,6.677902764884913,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",890000.0,2,1,2,1,969.0,6.823800301588786,8694,1,0,0
"Setapak, Kuala Lumpur",365000.0,3,2,1,1,807.0,6.116537482625827,12911,0,1,0
"Sentul, Kuala Lumpur",630000.0,2,2,1,1,738.0,6.750702016751581,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",1320000.0,4,3,2,1,1572.0,6.734228522094585,8694,1,0,0
"Desa ParkCity, Kuala Lumpur",1080000.0,3,2,2,1,1389.0,6.657417541124702,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",1450000.0,4,3,2,1,1680.0,6.761682992006151,8694,1,0,0
"Kepong, Kuala Lumpur",490000.0,3,2,1,1,930.0,6.268872244274385,12911,0,1,0
"Taman Tun Dr Ismail, Kuala Lumpur",2200000.0,5,3,2,3,34.0,11.077622848138418,2861,0,1,0
"Cheras, Kuala Lumpur",849000.0,4,3,4,3,21.0,10.607316762246489,2861,0,1,0
"Cheras, Kuala Lumpur",320000.0,3,2,2,5,1200.0,5.589742425278652,33,0,0,1
"Sri Petaling, Kuala Lumpur",1350000.0,6,4,4,3,22.0,11.02458899321981,2861,0,1,0
"Sri Petaling, Kuala Lumpur",1198000.0,5,3,3,3,22.0,10.9051399680705,2861,0,1,0
"Cheras, Kuala Lumpur",385000.0,3,2,1,1,819.0,6.155039542703227,12911,0,1,0
"Desa ParkCity, Kuala Lumpur",2850000.0,4,5,3,3,3211.0,6.789617890609416,2861,0,1,0
"Desa ParkCity, Kuala Lumpur",1990000.0,4,4,2,3,22.0,11.412613798557633,533,1,0,0
"Desa ParkCity, Kuala Lumpur",1180000.0,2,2,2,1,1087.0,6.990768871729475,8694,1,0,0
"Desa ParkCity, Kuala Lumpur",2500000.0,5,5,2,3,3400.0,6.6016296552718075,533,1,0,0
"Bukit Jalil, Kuala Lumpur",800000.0,3,2,2,1,1170.0,6.529069410446712,8694,1,0,0
"Cheras, Kuala Lumpur",298888.0,2,2,1,1,650.0,6.133024203729826,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1530000.0,4,4,2,1,1496.0,6.931205434898655,12911,0,1,0
"Setapak, Kuala Lumpur",425000.0,4,2,2,1,918.0,6.139804727839863,2538,0,0,1
"Jalan Ipoh, Kuala Lumpur",450000.0,4,2,2,5,20.0,10.021315031649332,205,0,1,0
"Setapak, Kuala Lumpur",790000.0,4,3,2,3,20.0,10.584081267024454,2861,0,1,0
"Desa ParkCity, Kuala Lumpur",2150000.0,4,4,2,1,1808.0,7.081842436000554,2538,0,0,1
"Jalan Ipoh, Kuala Lumpur",700000.0,4,3,2,5,1200.0,6.370471596253125,205,0,1,0
"City Centre, Kuala Lumpur",2000000.0,2,2,1,1,1442.0,7.235592160883693,8694,1,0,0
"KLCC, Kuala Lumpur",2300000.0,5,5,2,1,2208.0,6.949536812997092,12911,0,1,0
"KLCC, Kuala Lumpur",2999000.0,3,2,2,1,1668.0,7.4949649055938155,12911,0,1,0
"Kepong, Kuala Lumpur",950000.0,5,3,2,3,1650.0,6.3574220322213035,2861,0,1,0
"Kepong, Kuala Lumpur",520000.0,3,2,2,3,22.0,10.070583943996656,722,0,0,1
"Segambut, Kuala Lumpur",375000.0,3,2,1,0,1023.0,5.90691082476235,627,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",380000.0,1,2,1,1,775.0,6.1971008991303576,8694,1,0,0
"Segambut, Kuala Lumpur",1130000.0,4,4,2,1,1788.0,6.450456285320932,12911,0,1,0
"Segambut, Kuala Lumpur",850000.0,3,2,2,1,1306.0,6.479802610055103,12911,0,1,0
"Segambut, Kuala Lumpur",880000.0,3,2,3,1,1306.0,6.514435867352562,12911,0,1,0
"Bukit Jalil, Kuala Lumpur",999999.0,4,3,3,1,1513.0,6.495171702254829,12911,0,1,0
"Setapak, Kuala Lumpur",330000.0,3,2,2,1,931.0,5.8734058961369895,12911,0,1,0
"Setapak, Kuala Lumpur",298000.0,3,2,1,1,931.0,5.771708779233671,2538,0,0,1
"Wangsa Maju, Kuala Lumpur",390000.0,3,2,1,3,800.0,6.191339471482838,722,0,0,1
"Kepong, Kuala Lumpur",788000.0,4,3,3,3,22.0,10.486238833873704,2861,0,1,0
"Wangsa Maju, Kuala Lumpur",590000.0,3,2,2,3,16.0,10.515316211918485,2861,0,1,0
"Setapak, Kuala Lumpur",590000.0,3,3,1,3,16.0,10.515316211918485,2861,0,1,0
"Taman Melawati, Kuala Lumpur",1500000.0,5,4,2,3,32.0,10.755261096378494,2861,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",883000.0,2,2,1,1,876.0,6.91670596935121,8694,1,0,0
"Bangsar, Kuala Lumpur",8070240.0,5,6,5,1,4945.0,7.398174092970465,12911,0,1,0
"Taman Desa, Kuala Lumpur",415000.0,1,1,1,1,578.0,6.57785173261878,12911,0,1,0
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",990000.0,4,4,2,1,1782.0,6.321766996021397,2538,0,0,1
"Ampang, Kuala Lumpur",525000.0,1,1,1,1,606.0,6.765427175543181,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2000000.0,5,5,3,1,2411.0,6.7220656343113525,8694,1,0,0
"Mont Kiara, Kuala Lumpur",1650000.0,4,4,2,1,1878.0,6.779460720688881,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2300000.0,5,6,3,1,2874.0,6.686208399420937,12911,0,1,0
"KLCC, Kuala Lumpur",6441600.0,4,4,2,1,2013.0,8.071218539969863,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1200000.0,3,2,1,1,1200.0,6.90875477931522,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1475000.0,4,4,2,1,1496.0,6.894632112518642,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1850000.0,4,4,2,1,2038.0,6.812072998553624,12911,0,1,0
"KLCC, Kuala Lumpur",2000000.0,5,6,2,1,2315.0,6.762649602617254,12911,0,1,0
"Mont Kiara, Kuala Lumpur",1731000.0,4,4,2,1,1668.0,6.945792392123216,12911,0,1,0
"Mont Kiara, Kuala Lumpur",2800000.0,6,6,3,1,3714.0,6.626590782874971,12911,0,1,0
"Sentul, Kuala Lumpur",825000.0,3,2,1,1,1115.0,6.607879584099567,12911,0,1,0
"Setapak, Kuala Lumpur",500000.0,4,2,2,1,1522.0,5.797622215395122,12911,0,1,0
"Setapak, Kuala Lumpur",580000.0,3,2,2,1,1098.0,6.27142907423939,12911,0,1,0
"KLCC, Kuala Lumpur",1250000.0,1,1,1,1,850.0,7.294097528698879,8694,1,0,0
"Taman Desa, Kuala Lumpur",425000.0,1,1,1,1,572.0,6.612050433991867,12911,0,1,0
"Taman Desa, Kuala Lumpur",528000.0,2,2,1,1,715.0,6.605922270604279,12911,0,1,0
"Cheras, Kuala Lumpur",368000.0,3,2,1,1,1140.0,5.780147713472741,12911,0,1,0
"City Centre, Kuala Lumpur",1180000.0,4,3,1,1,1806.0,6.483684600905077,8694,1,0,0
"Kepong, Kuala Lumpur",1800000.0,6,5,2,3,34.0,10.876955586960728,2861,0,1,0
"Bukit Jalil, Kuala Lumpur",525000.0,3,3,2,1,1003.0,6.2623114071637005,2538,0,0,1
"Sri Hartamas, Kuala Lumpur",3000000.0,6,5,4,3,4500.0,6.503789046997708,533,1,0,0
"Sri Hartamas, Kuala Lumpur",2950000.0,6,5,4,3,4000.0,6.604621101971435,533,1,0,0
"Segambut, Kuala Lumpur",820000.0,3,2,2,1,1319.0,6.434037710799146,12911,0,1,0
"Segambut, Kuala Lumpur",830000.0,3,2,2,1,1319.0,6.44613972230875,12911,0,1,0
